ticker,valid_date,yes_settlement,nws_t24_forecast_high_f,nws_t24_forecast_low_f,nws_t24_precip_prob,nws_t24_humidity_pct,nws_t12_forecast_high_f,nws_t12_forecast_low_f,nws_t12_precip_prob,nws_t12_humidity_pct,nws_t6_forecast_high_f,nws_t6_forecast_low_f,nws_t6_precip_prob,nws_t6_humidity_pct,nws_t3_forecast_high_f,nws_t3_forecast_low_f,nws_t3_precip_prob,nws_t3_humidity_pct,ow_t24_forecast_high_f,ow_t24_forecast_low_f,ow_t24_precip_prob,ow_t24_humidity_pct,ow_t12_forecast_high_f,ow_t12_forecast_low_f,ow_t12_precip_prob,ow_t12_humidity_pct,ow_t6_forecast_high_f,ow_t6_forecast_low_f,ow_t6_precip_prob,ow_t6_humidity_pct,ow_t3_forecast_high_f,ow_t3_forecast_low_f,ow_t3_precip_prob,ow_t3_humidity_pct,day_of_year,month,clim_mean_high,clim_std_high
HIGHNY-24JUL13-B82.5,2024-07-14,0,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,196.0,7.0,85.0,6.0
HIGHNY-24JUL13-B84.5,2024-07-14,0,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,196.0,7.0,85.0,6.0
HIGHNY-24JUL13-B86.5,2024-07-14,1,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,196.0,7.0,85.0,6.0
HIGHNY-24JUL13-B88.5,2024-07-14,0,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,78.94,78.94,,,196.0,7.0,85.0,6.0
HIGHNY-24JUL14-T95,2024-07-15,0,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,197.0,7.0,85.0,6.0
HIGHNY-24JUL14-B92.5,2024-07-15,0,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,197.0,7.0,85.0,6.0
HIGHNY-24JUL14-B88.5,2024-07-15,0,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,197.0,7.0,85.0,6.0
HIGHNY-24JUL14-B90.5,2024-07-15,1,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,197.0,7.0,85.0,6.0
HIGHNY-24JUL14-T88,2024-07-15,0,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,197.0,7.0,85.0,6.0
HIGHNY-24JUL14-B94.5,2024-07-15,0,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,75.74,75.74,,,197.0,7.0,85.0,6.0
HIGHNY-24JUL15-B97.5,2024-07-16,0,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,198.0,7.0,85.0,6.0
HIGHNY-24JUL15-T91,2024-07-16,0,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,198.0,7.0,85.0,6.0
HIGHNY-24JUL15-B91.5,2024-07-16,1,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,198.0,7.0,85.0,6.0
HIGHNY-24JUL15-B93.5,2024-07-16,0,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,198.0,7.0,85.0,6.0
HIGHNY-24JUL15-B95.5,2024-07-16,0,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,198.0,7.0,85.0,6.0
HIGHNY-24JUL15-T98,2024-07-16,0,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,81.09,81.09,,,198.0,7.0,85.0,6.0
HIGHNY-24JUL16-T92,2024-07-17,0,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,199.0,7.0,85.0,6.0
HIGHNY-24JUL16-B92.5,2024-07-17,0,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,199.0,7.0,85.0,6.0
HIGHNY-24JUL16-B94.5,2024-07-17,1,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,199.0,7.0,85.0,6.0
HIGHNY-24JUL16-B96.5,2024-07-17,0,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,199.0,7.0,85.0,6.0
HIGHNY-24JUL16-B98.5,2024-07-17,0,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,199.0,7.0,85.0,6.0
HIGHNY-24JUL16-T99,2024-07-17,0,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,80.47,80.47,,,199.0,7.0,85.0,6.0
HIGHNY-24JUL17-B95.5,2024-07-18,0,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,200.0,7.0,85.0,6.0
HIGHNY-24JUL17-B89.5,2024-07-18,1,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,200.0,7.0,85.0,6.0
HIGHNY-24JUL17-B91.5,2024-07-18,0,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,200.0,7.0,85.0,6.0
HIGHNY-24JUL17-T89,2024-07-18,0,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,200.0,7.0,85.0,6.0
HIGHNY-24JUL17-B93.5,2024-07-18,0,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,200.0,7.0,85.0,6.0
HIGHNY-24JUL17-T96,2024-07-18,0,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,74.17,74.17,,,200.0,7.0,85.0,6.0
HIGHNY-24JUL18-B90.5,2024-07-19,0,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,201.0,7.0,85.0,6.0
HIGHNY-24JUL18-T84,2024-07-19,0,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,201.0,7.0,85.0,6.0
HIGHNY-24JUL18-B84.5,2024-07-19,0,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,201.0,7.0,85.0,6.0
HIGHNY-24JUL18-B86.5,2024-07-19,1,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,201.0,7.0,85.0,6.0
HIGHNY-24JUL18-B88.5,2024-07-19,0,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,201.0,7.0,85.0,6.0
HIGHNY-24JUL18-T91,2024-07-19,0,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,69.96,69.96,,,201.0,7.0,85.0,6.0
HIGHNY-24JUL19-B85.5,2024-07-20,0,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,202.0,7.0,85.0,6.0
HIGHNY-24JUL19-T90,2024-07-20,0,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,202.0,7.0,85.0,6.0
HIGHNY-24JUL19-B83.5,2024-07-20,1,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,202.0,7.0,85.0,6.0
HIGHNY-24JUL19-B87.5,2024-07-20,0,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,202.0,7.0,85.0,6.0
HIGHNY-24JUL19-B89.5,2024-07-20,0,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,202.0,7.0,85.0,6.0
HIGHNY-24JUL19-T83,2024-07-20,0,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,73.33,73.33,,,202.0,7.0,85.0,6.0
HIGHNY-24JUL20-T89,2024-07-21,0,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,203.0,7.0,85.0,6.0
HIGHNY-24JUL20-B82.5,2024-07-21,1,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,203.0,7.0,85.0,6.0
HIGHNY-24JUL20-B84.5,2024-07-21,0,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,203.0,7.0,85.0,6.0
HIGHNY-24JUL20-B86.5,2024-07-21,0,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,203.0,7.0,85.0,6.0
HIGHNY-24JUL20-T82,2024-07-21,0,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,203.0,7.0,85.0,6.0
HIGHNY-24JUL20-B88.5,2024-07-21,0,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,76.23,76.23,,,203.0,7.0,85.0,6.0
HIGHNY-24JUL21-T84,2024-07-22,0,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,204.0,7.0,85.0,6.0
HIGHNY-24JUL21-B84.5,2024-07-22,0,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,204.0,7.0,85.0,6.0
HIGHNY-24JUL21-B86.5,2024-07-22,0,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,204.0,7.0,85.0,6.0
HIGHNY-24JUL21-B88.5,2024-07-22,1,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,204.0,7.0,85.0,6.0
HIGHNY-24JUL21-B90.5,2024-07-22,0,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,204.0,7.0,85.0,6.0
HIGHNY-24JUL21-T91,2024-07-22,0,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,75.9,75.9,,,204.0,7.0,85.0,6.0
HIGHNY-24JUL22-B87.5,2024-07-23,0,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,205.0,7.0,85.0,6.0
HIGHNY-24JUL22-B81.5,2024-07-23,0,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,205.0,7.0,85.0,6.0
HIGHNY-24JUL22-T81,2024-07-23,0,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,205.0,7.0,85.0,6.0
HIGHNY-24JUL22-B83.5,2024-07-23,1,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,205.0,7.0,85.0,6.0
HIGHNY-24JUL22-B85.5,2024-07-23,0,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,205.0,7.0,85.0,6.0
HIGHNY-24JUL22-T88,2024-07-23,0,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,71.56,71.56,,,205.0,7.0,85.0,6.0
HIGHNY-24JUL23-B86.5,2024-07-24,0,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,206.0,7.0,85.0,6.0
HIGHNY-24JUL23-T80,2024-07-24,0,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,206.0,7.0,85.0,6.0
HIGHNY-24JUL23-B80.5,2024-07-24,1,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,206.0,7.0,85.0,6.0
HIGHNY-24JUL23-B82.5,2024-07-24,0,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,206.0,7.0,85.0,6.0
HIGHNY-24JUL23-B84.5,2024-07-24,0,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,206.0,7.0,85.0,6.0
HIGHNY-24JUL23-T87,2024-07-24,0,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,73.2,73.2,,,206.0,7.0,85.0,6.0
HIGHNY-24JUL24-B85.5,2024-07-25,0,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,207.0,7.0,85.0,6.0
HIGHNY-24JUL24-T86,2024-07-25,0,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,207.0,7.0,85.0,6.0
HIGHNY-24JUL24-T79,2024-07-25,0,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,207.0,7.0,85.0,6.0
HIGHNY-24JUL24-B79.5,2024-07-25,0,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,207.0,7.0,85.0,6.0
HIGHNY-24JUL24-B81.5,2024-07-25,1,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,207.0,7.0,85.0,6.0
HIGHNY-24JUL24-B83.5,2024-07-25,0,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,76.91,76.91,,,207.0,7.0,85.0,6.0
HIGHNY-24JUL25-T88,2024-07-26,0,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,208.0,7.0,85.0,6.0
HIGHNY-24JUL25-T81,2024-07-26,0,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,208.0,7.0,85.0,6.0
HIGHNY-24JUL25-B81.5,2024-07-26,0,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,208.0,7.0,85.0,6.0
HIGHNY-24JUL25-B83.5,2024-07-26,1,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,208.0,7.0,85.0,6.0
HIGHNY-24JUL25-B85.5,2024-07-26,0,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,208.0,7.0,85.0,6.0
HIGHNY-24JUL25-B87.5,2024-07-26,0,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,69.42,69.42,,,208.0,7.0,85.0,6.0
HIGHNY-24JUL26-B87.5,2024-07-27,0,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,209.0,7.0,85.0,6.0
HIGHNY-24JUL26-B81.5,2024-07-27,0,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,209.0,7.0,85.0,6.0
HIGHNY-24JUL26-B83.5,2024-07-27,1,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,209.0,7.0,85.0,6.0
HIGHNY-24JUL26-T81,2024-07-27,0,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,209.0,7.0,85.0,6.0
HIGHNY-24JUL26-B85.5,2024-07-27,0,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,209.0,7.0,85.0,6.0
HIGHNY-24JUL26-T88,2024-07-27,0,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,72.54,72.54,,,209.0,7.0,85.0,6.0
HIGHNY-24JUL27-B89.5,2024-07-28,0,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,210.0,7.0,85.0,6.0
HIGHNY-24JUL27-B83.5,2024-07-28,0,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,210.0,7.0,85.0,6.0
HIGHNY-24JUL27-B85.5,2024-07-28,0,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,210.0,7.0,85.0,6.0
HIGHNY-24JUL27-T83,2024-07-28,0,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,210.0,7.0,85.0,6.0
HIGHNY-24JUL27-B87.5,2024-07-28,1,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,210.0,7.0,85.0,6.0
HIGHNY-24JUL27-T90,2024-07-28,0,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,73.94,73.94,,,210.0,7.0,85.0,6.0
HIGHNY-24JUL28-B88.5,2024-07-29,1,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,211.0,7.0,85.0,6.0
HIGHNY-24JUL28-T82,2024-07-29,0,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,211.0,7.0,85.0,6.0
HIGHNY-24JUL28-B82.5,2024-07-29,0,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,211.0,7.0,85.0,6.0
HIGHNY-24JUL28-B84.5,2024-07-29,0,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,211.0,7.0,85.0,6.0
HIGHNY-24JUL28-B86.5,2024-07-29,0,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,211.0,7.0,85.0,6.0
HIGHNY-24JUL28-T89,2024-07-29,0,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,72.07,72.07,,,211.0,7.0,85.0,6.0
HIGHNY-24JUL29-B84.5,2024-07-30,1,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,212.0,7.0,85.0,6.0
HIGHNY-24JUL29-B80.5,2024-07-30,0,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,212.0,7.0,85.0,6.0
HIGHNY-24JUL29-B82.5,2024-07-30,0,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,212.0,7.0,85.0,6.0
HIGHNY-24JUL29-T87,2024-07-30,0,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,212.0,7.0,85.0,6.0
HIGHNY-24JUL29-T80,2024-07-30,0,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,212.0,7.0,85.0,6.0
HIGHNY-24JUL29-B86.5,2024-07-30,0,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,76.1,76.1,,,212.0,7.0,85.0,6.0
HIGHNY-24JUL30-B85.5,2024-07-31,0,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,213.0,7.0,85.0,6.0
HIGHNY-24JUL30-B81.5,2024-07-31,0,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,213.0,7.0,85.0,6.0
HIGHNY-24JUL30-B83.5,2024-07-31,0,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,213.0,7.0,85.0,6.0
HIGHNY-24JUL30-B87.5,2024-07-31,1,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,213.0,7.0,85.0,6.0
HIGHNY-24JUL30-T81,2024-07-31,0,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,213.0,7.0,85.0,6.0
HIGHNY-24JUL30-T88,2024-07-31,0,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,78.01,78.01,,,213.0,7.0,85.0,6.0
HIGHNY-24JUL31-T91,2024-08-01,0,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,214.0,8.0,83.0,6.0
HIGHNY-24JUL31-T84,2024-08-01,0,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,214.0,8.0,83.0,6.0
HIGHNY-24JUL31-B84.5,2024-08-01,0,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,214.0,8.0,83.0,6.0
HIGHNY-24JUL31-B86.5,2024-08-01,0,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,79.74,79.74,,,214.0,8.0,83.0,6.0
